order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
3902,3188,Cancelled,F,2024-01-30 14:56:00+00:00,,,,1
3904,3190,Cancelled,F,2024-06-03 17:30:00+00:00,,,,1
3917,3196,Cancelled,F,2024-03-13 08:08:00+00:00,,,,2
3948,3220,Cancelled,F,2024-06-06 02:56:00+00:00,,,,1
3954,3230,Cancelled,F,2024-07-30 07:47:00+00:00,,,,1
3958,3233,Cancelled,F,2024-02-15 10:54:00+00:00,,,,1
3960,3235,Cancelled,F,2024-06-26 00:07:00+00:00,,,,1
3978,3256,Cancelled,F,2024-06-18 15:18:00+00:00,,,,1
3991,3267,Cancelled,F,2024-04-02 07:46:00+00:00,,,,2
4096,3341,Cancelled,F,2024-05-22 14:03:00+00:00,,,,2
4105,3351,Cancelled,F,2024-08-20 04:58:00+00:00,,,,1
4113,3358,Cancelled,F,2024-06-24 14:42:00+00:00,,,,1
4126,3370,Cancelled,F,2024-06-26 10:38:00+00:00,,,,1
4225,3451,Cancelled,F,2024-07-21 18:32:00+00:00,,,,3
4257,3480,Cancelled,F,2024-02-11 13:55:00+00:00,,,,1
4258,3483,Cancelled,F,2024-04-24 10:22:00+00:00,,,,2
4330,3534,Cancelled,F,2024-05-23 18:25:00+00:00,,,,2
4334,3537,Cancelled,F,2024-08-21 01:48:00+00:00,,,,1
4345,3548,Cancelled,F,2024-01-11 17:03:00+00:00,,,,2
4370,3570,Cancelled,F,2024-08-31 03:39:00+00:00,,,,1
4496,3662,Cancelled,F,2024-04-02 02:14:00+00:00,,,,1
4503,3668,Cancelled,F,2024-02-15 16:36:00+00:00,,,,1
4559,3711,Cancelled,F,2024-02-16 13:17:00+00:00,,,,1
4580,3728,Cancelled,F,2024-08-24 15:49:00+00:00,,,,4
4594,3738,Cancelled,F,2024-08-08 07:36:00+00:00,,,,1
4647,3783,Cancelled,F,2024-02-09 09:37:00+00:00,,,,1
4730,3855,Cancelled,F,2024-03-03 13:19:00+00:00,,,,3
4768,3882,Cancelled,F,2024-06-15 10:06:00+00:00,,,,2
4793,3898,Cancelled,F,2024-03-24 02:55:00+00:00,,,,1
4801,3905,Cancelled,F,2024-05-05 09:46:00+00:00,,,,1
4845,3945,Cancelled,F,2024-08-01 05:55:00+00:00,,,,1
4876,3967,Cancelled,F,2024-01-05 06:11:00+00:00,,,,1
4912,3999,Cancelled,F,2024-08-26 11:30:00+00:00,,,,1
4924,4007,Cancelled,F,2024-06-03 17:50:00+00:00,,,,1
4930,4013,Cancelled,F,2024-08-03 18:56:00+00:00,,,,1
4944,4022,Cancelled,F,2024-07-30 08:14:00+00:00,,,,1
4984,4055,Cancelled,F,2024-04-04 05:16:00+00:00,,,,4
4986,4055,Cancelled,F,2024-02-07 05:16:00+00:00,,,,4
5028,4096,Cancelled,F,2024-08-21 03:35:00+00:00,,,,1
5029,4096,Cancelled,F,2024-06-21 03:35:00+00:00,,,,4
5064,4125,Cancelled,F,2024-01-18 02:52:00+00:00,,,,1
5069,4132,Cancelled,F,2024-08-19 10:00:00+00:00,,,,1
5091,4151,Cancelled,F,2024-04-05 06:42:00+00:00,,,,2
5107,4158,Cancelled,F,2024-04-28 05:33:00+00:00,,,,1
5192,4221,Cancelled,F,2024-03-31 11:27:00+00:00,,,,2
5214,4238,Cancelled,F,2024-07-13 08:25:00+00:00,,,,1
5316,4323,Cancelled,F,2024-08-12 12:52:00+00:00,,,,1
5400,4378,Cancelled,F,2024-08-25 03:43:00+00:00,,,,2
5439,4409,Cancelled,F,2024-05-19 07:09:00+00:00,,,,2
5442,4410,Cancelled,F,2024-01-04 05:49:00+00:00,,,,1
5484,4437,Cancelled,F,2024-03-28 15:55:00+00:00,,,,1
5507,4452,Cancelled,F,2024-04-13 03:18:00+00:00,,,,1
5513,4456,Cancelled,F,2024-02-06 01:49:00+00:00,,,,1
5570,4500,Cancelled,F,2024-08-03 00:36:00+00:00,,,,2
5571,4500,Cancelled,F,2024-07-05 00:36:00+00:00,,,,2
5595,4522,Cancelled,F,2024-07-31 17:51:00+00:00,,,,1
5604,4530,Cancelled,F,2024-08-31 14:30:00+00:00,,,,1
5609,4534,Cancelled,F,2024-04-25 06:34:00+00:00,,,,2
5622,4544,Cancelled,F,2024-05-22 09:56:00+00:00,,,,1
5649,4563,Cancelled,F,2024-07-14 01:33:00+00:00,,,,1
5696,4605,Cancelled,F,2024-01-31 04:23:00+00:00,,,,1
5753,4658,Cancelled,F,2024-07-23 03:12:00+00:00,,,,1
5762,4663,Cancelled,F,2024-08-31 18:46:00+00:00,,,,1
5765,4665,Cancelled,F,2024-05-15 10:06:00+00:00,,,,1
5795,4694,Cancelled,F,2024-03-12 03:31:00+00:00,,,,1
5797,4696,Cancelled,F,2024-07-15 14:27:00+00:00,,,,1
5811,4705,Cancelled,F,2024-02-29 15:31:00+00:00,,,,1
5812,4705,Cancelled,F,2024-07-03 15:31:00+00:00,,,,1
5817,4713,Cancelled,F,2024-01-06 04:06:00+00:00,,,,2
5850,4740,Cancelled,F,2024-07-20 09:46:00+00:00,,,,1
5859,4746,Cancelled,F,2024-04-04 18:55:00+00:00,,,,1
5914,4785,Cancelled,F,2024-08-01 04:35:00+00:00,,,,2
6018,4860,Cancelled,F,2024-05-15 18:38:00+00:00,,,,1
6086,4913,Cancelled,F,2024-06-04 18:33:00+00:00,,,,1
6100,4923,Cancelled,F,2024-07-19 12:44:00+00:00,,,,1
6183,4978,Cancelled,F,2024-08-17 01:30:00+00:00,,,,1
6194,4986,Cancelled,F,2024-08-30 00:42:00+00:00,,,,1
6233,5014,Cancelled,F,2024-08-02 18:08:00+00:00,,,,4
6237,5017,Cancelled,F,2024-06-25 18:47:00+00:00,,,,1
6328,5090,Cancelled,F,2024-06-19 11:03:00+00:00,,,,3
6341,5098,Cancelled,F,2024-07-19 14:53:00+00:00,,,,1
6342,5098,Cancelled,F,2024-03-13 14:53:00+00:00,,,,1
6400,5147,Cancelled,F,2024-07-03 12:59:00+00:00,,,,2
6605,5312,Cancelled,F,2024-02-05 08:16:00+00:00,,,,1
6772,5443,Cancelled,F,2024-02-05 18:29:00+00:00,,,,2
6774,5444,Cancelled,F,2024-03-15 10:10:00+00:00,,,,1
6879,5551,Cancelled,F,2024-04-10 11:06:00+00:00,,,,1
6880,5551,Cancelled,F,2024-06-30 11:06:00+00:00,,,,2
6890,5560,Cancelled,F,2024-07-02 10:14:00+00:00,,,,1
6985,5632,Cancelled,F,2024-08-09 03:07:00+00:00,,,,1
7010,5654,Cancelled,F,2024-08-25 00:36:00+00:00,,,,4
7060,5693,Cancelled,F,2024-08-22 10:15:00+00:00,,,,1
7161,5773,Cancelled,F,2024-02-25 06:09:00+00:00,,,,1
7162,5774,Cancelled,F,2024-03-18 12:12:00+00:00,,,,1
7257,5854,Cancelled,F,2024-03-17 01:11:00+00:00,,,,1
7284,5878,Cancelled,F,2024-08-30 02:12:00+00:00,,,,1
7387,5958,Cancelled,F,2024-03-13 06:15:00+00:00,,,,2
7413,5986,Cancelled,F,2024-06-03 10:55:00+00:00,,,,1
7495,6042,Cancelled,F,2024-07-26 17:34:00+00:00,,,,1
7681,6193,Cancelled,F,2024-05-03 00:06:00+00:00,,,,4
7702,6209,Cancelled,F,2024-06-17 10:09:00+00:00,,,,1
7866,6345,Cancelled,F,2024-08-19 03:54:00+00:00,,,,1
7909,6390,Cancelled,F,2024-07-13 13:44:00+00:00,,,,1
7913,6393,Cancelled,F,2024-07-30 18:08:00+00:00,,,,3
8043,6497,Cancelled,F,2024-03-15 14:04:00+00:00,,,,2
8056,6504,Cancelled,F,2024-04-29 15:38:00+00:00,,,,1
8083,6524,Cancelled,F,2024-01-29 11:46:00+00:00,,,,1
8107,6545,Cancelled,F,2024-04-14 08:59:00+00:00,,,,3
8146,6575,Cancelled,F,2024-08-02 11:21:00+00:00,,,,2
8150,6577,Cancelled,F,2024-06-04 10:58:00+00:00,,,,1
8192,6610,Cancelled,F,2024-06-16 04:27:00+00:00,,,,3
8215,6639,Cancelled,F,2024-04-21 14:22:00+00:00,,,,4
8297,6706,Cancelled,F,2024-06-20 08:49:00+00:00,,,,2
8313,6717,Cancelled,F,2024-04-29 03:00:00+00:00,,,,2
8339,6737,Cancelled,F,2024-03-13 17:26:00+00:00,,,,1
8380,6765,Cancelled,F,2024-05-17 16:44:00+00:00,,,,2
8448,6826,Cancelled,F,2024-03-20 00:36:00+00:00,,,,1
8471,6841,Cancelled,F,2024-05-03 14:54:00+00:00,,,,1
8475,6843,Cancelled,F,2024-08-18 03:52:00+00:00,,,,1
8477,6845,Cancelled,F,2024-04-11 11:19:00+00:00,,,,1
8484,6849,Cancelled,F,2024-03-29 15:32:00+00:00,,,,1
8530,6881,Cancelled,F,2024-04-13 13:46:00+00:00,,,,2
8547,6896,Cancelled,F,2024-03-18 14:08:00+00:00,,,,2
8569,6912,Cancelled,F,2024-03-17 12:28:00+00:00,,,,1
8592,6930,Cancelled,F,2024-07-12 04:58:00+00:00,,,,1
8606,6940,Cancelled,F,2024-05-29 13:57:00+00:00,,,,1
8615,6944,Cancelled,F,2024-06-23 11:36:00+00:00,,,,1
8620,6947,Cancelled,F,2024-06-13 08:43:00+00:00,,,,2
8622,6950,Cancelled,F,2024-06-27 06:19:00+00:00,,,,1
8623,6951,Cancelled,F,2024-08-20 03:22:00+00:00,,,,1
8639,6958,Cancelled,F,2024-06-15 13:38:00+00:00,,,,1
8666,6987,Cancelled,F,2024-07-29 08:20:00+00:00,,,,1
8728,7037,Cancelled,F,2024-03-16 06:20:00+00:00,,,,1
8737,7045,Cancelled,F,2024-05-25 15:22:00+00:00,,,,2
8739,7048,Cancelled,F,2024-05-04 00:10:00+00:00,,,,1
8764,7070,Cancelled,F,2024-03-30 16:58:00+00:00,,,,1
8771,7074,Cancelled,F,2024-04-08 15:28:00+00:00,,,,3
8778,7082,Cancelled,F,2024-08-07 02:25:00+00:00,,,,1
8794,7092,Cancelled,F,2024-02-19 09:34:00+00:00,,,,2
8823,7110,Cancelled,F,2024-08-06 01:47:00+00:00,,,,1
8869,7154,Cancelled,F,2024-02-17 17:01:00+00:00,,,,1
8914,7186,Cancelled,F,2024-06-22 00:25:00+00:00,,,,1
8915,7186,Cancelled,F,2024-08-29 00:25:00+00:00,,,,1
8928,7193,Cancelled,F,2024-01-16 02:42:00+00:00,,,,1
8934,7197,Cancelled,F,2024-01-05 12:41:00+00:00,,,,1
8941,7200,Cancelled,F,2024-04-23 15:45:00+00:00,,,,2
9019,7270,Cancelled,F,2024-04-10 01:08:00+00:00,,,,2
9054,7300,Cancelled,F,2024-02-03 10:21:00+00:00,,,,1
9067,7310,Cancelled,F,2024-08-24 14:25:00+00:00,,,,2
9085,7329,Cancelled,F,2024-07-20 06:05:00+00:00,,,,1
9179,7404,Cancelled,F,2024-08-14 02:20:00+00:00,,,,3
9191,7412,Cancelled,F,2024-08-22 04:14:00+00:00,,,,2
9244,7457,Cancelled,F,2024-08-09 01:25:00+00:00,,,,1
9267,7475,Cancelled,F,2024-03-29 09:16:00+00:00,,,,2
9314,7514,Cancelled,F,2024-06-02 07:41:00+00:00,,,,1
9315,7515,Cancelled,F,2024-06-22 12:35:00+00:00,,,,1
9326,7523,Cancelled,F,2024-07-01 09:38:00+00:00,,,,4
9384,7566,Cancelled,F,2024-08-04 01:43:00+00:00,,,,3
9387,7566,Cancelled,F,2024-08-19 01:43:00+00:00,,,,1
9395,7574,Cancelled,F,2024-04-30 00:51:00+00:00,,,,1
9425,7596,Cancelled,F,2024-08-26 03:23:00+00:00,,,,1
9435,7608,Cancelled,F,2024-05-10 01:14:00+00:00,,,,1
9447,7614,Cancelled,F,2024-07-18 01:31:00+00:00,,,,2
9459,7625,Cancelled,F,2024-04-14 08:20:00+00:00,,,,1
9622,7757,Cancelled,F,2024-03-17 08:57:00+00:00,,,,1
9628,7762,Cancelled,F,2024-08-07 11:32:00+00:00,,,,1
9673,7798,Cancelled,F,2024-07-25 02:20:00+00:00,,,,1
9696,7811,Cancelled,F,2024-08-22 01:46:00+00:00,,,,1
9725,7838,Cancelled,F,2024-08-17 04:30:00+00:00,,,,1
9778,7883,Cancelled,F,2024-06-15 13:24:00+00:00,,,,1
9831,7922,Cancelled,F,2024-08-13 09:17:00+00:00,,,,1
9838,7927,Cancelled,F,2024-03-05 13:26:00+00:00,,,,1
9839,7928,Cancelled,F,2024-06-11 01:28:00+00:00,,,,2
9862,7947,Cancelled,F,2024-05-31 00:43:00+00:00,,,,2
9887,7967,Cancelled,F,2024-02-04 07:31:00+00:00,,,,1
9971,8039,Cancelled,F,2024-06-30 09:11:00+00:00,,,,1
9987,8054,Cancelled,F,2024-07-09 17:17:00+00:00,,,,1
10000,8062,Cancelled,F,2024-02-22 12:05:00+00:00,,,,2
10099,8138,Cancelled,F,2024-06-06 13:27:00+00:00,,,,1
10161,8190,Cancelled,F,2024-03-15 15:01:00+00:00,,,,3
10174,8203,Cancelled,F,2024-04-18 11:37:00+00:00,,,,2
10186,8209,Cancelled,F,2024-06-06 09:29:00+00:00,,,,1
10223,8238,Cancelled,F,2024-03-01 13:00:00+00:00,,,,1
10363,8351,Cancelled,F,2024-05-02 08:28:00+00:00,,,,1
10371,8356,Cancelled,F,2024-03-01 14:08:00+00:00,,,,1
10397,8375,Cancelled,F,2024-02-09 12:16:00+00:00,,,,1
10402,8379,Cancelled,F,2024-07-10 15:23:00+00:00,,,,1
10428,8398,Cancelled,F,2024-04-26 14:11:00+00:00,,,,1
10463,8430,Cancelled,F,2024-01-27 10:14:00+00:00,,,,4
10464,8430,Cancelled,F,2024-06-16 10:14:00+00:00,,,,1
10584,8520,Cancelled,F,2024-03-11 07:32:00+00:00,,,,1
10605,8534,Cancelled,F,2024-05-30 03:40:00+00:00,,,,2
10770,8666,Cancelled,F,2024-07-31 04:45:00+00:00,,,,1
10771,8667,Cancelled,F,2024-04-11 06:34:00+00:00,,,,2
10810,8697,Cancelled,F,2024-07-06 15:28:00+00:00,,,,1
10931,8799,Cancelled,F,2024-08-16 03:33:00+00:00,,,,1
11132,8961,Cancelled,F,2024-04-30 08:05:00+00:00,,,,1
11139,8965,Cancelled,F,2024-06-12 17:46:00+00:00,,,,1
11257,9053,Cancelled,F,2024-02-23 04:14:00+00:00,,,,1
11274,9064,Cancelled,F,2024-07-07 09:18:00+00:00,,,,2
11338,9115,Cancelled,F,2024-07-28 05:53:00+00:00,,,,4
11339,9115,Cancelled,F,2024-07-15 05:53:00+00:00,,,,1
11420,9174,Cancelled,F,2024-03-29 12:10:00+00:00,,,,1
11421,9174,Cancelled,F,2024-07-05 12:10:00+00:00,,,,1
11440,9192,Cancelled,F,2024-08-23 15:13:00+00:00,,,,1
11462,9218,Cancelled,F,2024-03-02 14:42:00+00:00,,,,1
11488,9237,Cancelled,F,2024-08-28 12:26:00+00:00,,,,1
11516,9258,Cancelled,F,2024-07-12 16:34:00+00:00,,,,1
11593,9323,Cancelled,F,2024-02-22 03:41:00+00:00,,,,1
11669,9380,Cancelled,F,2024-06-25 01:06:00+00:00,,,,1
11686,9395,Cancelled,F,2024-06-06 08:30:00+00:00,,,,1
11892,9550,Cancelled,F,2024-08-26 00:47:00+00:00,,,,1
11894,9550,Cancelled,F,2024-08-07 00:47:00+00:00,,,,3
11943,9589,Cancelled,F,2024-03-02 06:19:00+00:00,,,,1
11964,9603,Cancelled,F,2024-02-20 14:16:00+00:00,,,,1
11980,9619,Cancelled,F,2024-08-04 11:10:00+00:00,,,,2
12109,9723,Cancelled,F,2024-03-25 00:32:00+00:00,,,,1
12117,9735,Cancelled,F,2024-07-30 10:34:00+00:00,,,,1
12141,9748,Cancelled,F,2024-03-26 15:24:00+00:00,,,,4
12215,9815,Cancelled,F,2024-05-02 16:36:00+00:00,,,,3
12236,9833,Cancelled,F,2024-08-12 01:29:00+00:00,,,,2
12238,9834,Cancelled,F,2024-03-02 07:43:00+00:00,,,,1
12246,9840,Cancelled,F,2024-03-14 00:00:00+00:00,,,,1
12263,9856,Cancelled,F,2024-06-22 11:14:00+00:00,,,,2
12265,9858,Cancelled,F,2024-03-15 13:12:00+00:00,,,,1
12323,9915,Cancelled,F,2024-04-19 15:06:00+00:00,,,,1
12354,9941,Cancelled,F,2024-04-13 14:46:00+00:00,,,,1
12428,9996,Cancelled,F,2024-08-30 11:05:00+00:00,,,,2
12438,10007,Cancelled,F,2024-07-07 08:01:00+00:00,,,,1
12446,10013,Cancelled,F,2024-07-25 05:59:00+00:00,,,,2
12550,10096,Cancelled,F,2024-04-13 03:17:00+00:00,,,,1
12608,10141,Cancelled,F,2024-01-31 17:46:00+00:00,,,,1
12666,10188,Cancelled,F,2024-01-22 02:34:00+00:00,,,,1
12684,10205,Cancelled,F,2024-05-22 10:55:00+00:00,,,,2
12762,10268,Cancelled,F,2024-03-14 03:10:00+00:00,,,,2
12788,10289,Cancelled,F,2024-06-18 18:01:00+00:00,,,,1
12865,10349,Cancelled,F,2024-04-02 10:15:00+00:00,,,,4
12875,10364,Cancelled,F,2024-08-27 01:27:00+00:00,,,,1
12957,10426,Cancelled,F,2024-04-11 18:57:00+00:00,,,,1
13011,10468,Cancelled,F,2024-05-09 13:15:00+00:00,,,,1
13013,10472,Cancelled,F,2024-07-10 18:31:00+00:00,,,,1
13048,10501,Cancelled,F,2024-07-16 15:39:00+00:00,,,,1
13210,10642,Cancelled,F,2024-08-31 14:33:55.149212+00:00,,,,2
13217,10648,Cancelled,F,2024-05-13 18:25:00+00:00,,,,1
13281,10701,Cancelled,F,2024-08-25 12:01:00+00:00,,,,1
13314,10724,Cancelled,F,2024-08-30 01:31:00+00:00,,,,1
13362,10757,Cancelled,F,2024-04-10 14:04:00+00:00,,,,1
13401,10792,Cancelled,F,2024-08-16 00:26:00+00:00,,,,4
13464,10842,Cancelled,F,2024-06-09 04:03:00+00:00,,,,1
13475,10854,Cancelled,F,2024-06-28 11:57:00+00:00,,,,2
13478,10856,Cancelled,F,2024-03-07 15:54:00+00:00,,,,1
13480,10857,Cancelled,F,2024-07-15 08:41:00+00:00,,,,1
13547,10909,Cancelled,F,2024-02-21 12:45:00+00:00,,,,1
13589,10940,Cancelled,F,2024-08-23 01:49:00+00:00,,,,2
13616,10963,Cancelled,F,2024-02-24 11:07:00+00:00,,,,2
13631,10974,Cancelled,F,2024-06-05 16:09:00+00:00,,,,1
13687,11018,Cancelled,F,2024-05-04 17:07:00+00:00,,,,1
13733,11049,Cancelled,F,2024-06-19 01:14:00+00:00,,,,4
13779,11085,Cancelled,F,2024-04-06 16:12:00+00:00,,,,2
13880,11156,Cancelled,F,2024-07-27 17:13:00+00:00,,,,1
13929,11187,Cancelled,F,2024-07-01 13:52:00+00:00,,,,1
13990,11243,Cancelled,F,2024-08-06 06:01:00+00:00,,,,1
13999,11254,Cancelled,F,2024-08-06 10:46:00+00:00,,,,1
14017,11268,Cancelled,F,2024-08-09 06:53:00+00:00,,,,2
14024,11273,Cancelled,F,2024-08-23 02:58:00+00:00,,,,3
14044,11287,Cancelled,F,2024-01-06 04:24:00+00:00,,,,2
14049,11293,Cancelled,F,2024-02-26 06:48:00+00:00,,,,1
14068,11307,Cancelled,F,2024-06-08 13:57:00+00:00,,,,1
14108,11348,Cancelled,F,2024-02-01 00:27:00+00:00,,,,2
14143,11372,Cancelled,F,2024-08-29 04:48:00+00:00,,,,1
14168,11391,Cancelled,F,2024-08-29 15:19:00+00:00,,,,1
14197,11408,Cancelled,F,2024-06-06 10:32:00+00:00,,,,2
14239,11444,Cancelled,F,2024-06-29 01:21:00+00:00,,,,1
14255,11458,Cancelled,F,2024-08-24 18:03:00+00:00,,,,4
14268,11467,Cancelled,F,2024-01-27 16:59:00+00:00,,,,1
14280,11479,Cancelled,F,2024-03-24 09:12:00+00:00,,,,1
14283,11481,Cancelled,F,2024-03-30 00:17:00+00:00,,,,4
14286,11485,Cancelled,F,2024-08-26 04:04:00+00:00,,,,1
14291,11487,Cancelled,F,2024-07-10 10:02:00+00:00,,,,2
14402,11571,Cancelled,F,2024-07-15 05:21:00+00:00,,,,1
14485,11649,Cancelled,F,2024-08-17 10:36:00+00:00,,,,1
14509,11673,Cancelled,F,2024-02-12 02:04:00+00:00,,,,1
14533,11689,Cancelled,F,2024-02-08 08:24:00+00:00,,,,1
14539,11692,Cancelled,F,2024-04-15 11:28:00+00:00,,,,1
14640,11768,Cancelled,F,2024-08-31 00:43:00+00:00,,,,3
14669,11787,Cancelled,F,2024-08-15 02:44:00+00:00,,,,1
14678,11794,Cancelled,F,2024-04-16 06:05:00+00:00,,,,1
